Abraham	<i>name</i><br><ol><li>Abraham (prophet)</li></ol>
Temese|Thamyse|Tammes|Temse|Themese|Tamese|Tames|Themise|Temes|Tæmese|Temze|Tempse|Tamise|Themse|Tamis|Temeze	<i>name</i><br><ol><li>The Thames (river in SE England, notably having London on its bank)</li></ol>
Termagaunt|Tervagant|termagaunt|tervagaunt|Tervagaunt|tirmagaunt	<i>name</i><br><ol><li>Termagant</li></ol>
Tewesday	<i>noun</i><br><ol><li>Tuesday</li></ol>
Thursday	<i>name</i><br><ol><li>Thursday</li></ol>
Turke|Turkes	<i>noun</i><br><ol><li>Turk</li></ol>
Turkeis	<i>adj</i><br><ol><li>Turkish</li></ol>
Uther	<i>name</i><br><ol><li>Uther</li></ol>
Venus	<i>name</i><br><ol><li>The Roman goddess governing love and sexuality; Venus.</li><li>The planet closely associated with the evening: Venus.</li></ol>
Venyse|Venice|Venecia|Venyce|Venys|Venise	<i>name</i><br><ol><li>Venice (the capital city of Veneto, in modern Italy)</li><li>Venice (a metropolitan city of Veneto, in modern Italy)</li><li>the Veneto (a region in modern Italy)</li></ol>
Vesper	<i>name</i><br><ol><li>(astronomy) The planet closely associated with the evening: Venus.</li></ol>
Vesta	<i>name</i><br><ol><li>(mythology) The Roman goddess of the hearth and home; Vesta.</li></ol>
Vther	<i>name</i><br><ol><li>Uther</li></ol>
Vyrgyle	<i>name</i><br><ol><li>Virgil (Publius Vergilius Maro)</li></ol>
Wales|Walis|Walys|Walez	<i>name</i><br><ol><li>Wales (constituent part of the United Kingdom)</li></ol>
Walsch|Walssh|Walesche|Walysche|wallysshe|Walshe|Walse|Welische	<i>name</i><br><ol><li>An individual of Welsh ethnicity; a Welshman.</li><li>An individual living or residing in Wales.</li><li>(Middle) Welsh (the Insular Celtic language spoken in Wales)</li><li>A kind of woollen cloth originating from Wales.</li></ol><br><i>adj</i><br><ol><li>Welsh; from or of Wales or its people.</li><li>foreign, exotic, unfamiliar</li></ol>
Warwyk	<i>name</i><br><ol><li>Warwick (a town in England)</li></ol>
Wednesday|Wodnesdai|Wednesdei	<i>name</i><br><ol><li>Wednesday</li></ol>
Westmestre|Westmenstre	<i>name</i><br><ol><li>Westminster</li></ol>
Wiclef	<i>name</i><br><ol><li>Wycliffe</li></ol>
Winceastre	<i>noun</i><br><ol><li>(Early Middle English) Alternative form of Wynchester</li></ol>
Wincestre	<i>noun</i><br><ol><li>(Early Middle English) Alternative form of Wynchester</li></ol>
Wodnesdei	<i>noun</i><br><ol><li>Wednesday</li></ol>
Wychestre	<i>name</i><br><ol><li>Winchester</li></ol>
Wylisc	<i>name</i><br><ol><li>(Early Middle English) Alternative form of Walsch</li></ol>
Wynchester|Winchestre|Wynchestre	<i>name</i><br><ol><li>Winchester (the county town of Hampshire, England, United Kingdom).</li></ol>
Wyrale	<i>name</i><br><ol><li>The Wirral</li></ol>
Wyrcestreschire	<i>name</i><br><ol><li>Worcestershire</li></ol>
York|Ȝork|Ȝeorc|Yorke|Ȝorc|Ȝorke	<i>name</i><br><ol><li>York (a city in Yorkshire, England, United Kingdom).</li></ol>
Yorkshire|Yorkescher|Yorkeschir|Yorkshir|Yorkschire|Ȝorkschire|Yorke schyre	<i>name</i><br><ol><li>Yorkshire (a county of England)</li></ol>
Ypocras	<i>name</i><br><ol><li>Hippocrates</li></ol>
Yrland	<i>name</i><br><ol><li>Ireland</li></ol>
Ysaac	<i>name</i><br><ol><li>(biblical) Isaac</li></ol>
Yselond	<i>name</i><br><ol><li>Iceland</li></ol>
Zephirus	<i>name</i><br><ol><li>Zephyrus, the Ancient Greek god of the west wind.</li></ol>
a	<i>pron</i><br><ol><li>(Late Middle English) Alternative form of I (“I”)</li></ol><br><i>num</i><br><ol><li>(Northern, Early Middle English) Alternative form of oo (“one”)</li></ol>
a-bac	<i>adv</i><br><ol><li>backwards</li></ol>
a-ferd	<i>adj</i><br><ol><li>afraid</li></ol>
a-strout|asturt|a-strut|a-strowt|o strut|a strote	<i>adv</i><br><ol><li>protruding, poking out</li></ol>
abacus|abagus	<i>noun</i><br><ol><li>abacus</li></ol>
abaist	<i>adj</i><br><ol><li>Confounded; discomfited.</li></ol>
abak	<i>adv</i><br><ol><li>backward, away</li></ol>
abandon	<i>adv</i><br><ol><li>Freely; entirely.</li></ol>
abashen|abashe|abaist|abaissen|abaisshen|abashynge|abashedest|abaishen|abashest|abashed|to abashen|abasheden|abasheth|abashende|abashede|yabashed	<i>verb</i><br><ol><li>to embarrass, shame, discompose</li><li>to make ashamed or uneasy</li></ol>
abaten|abatende|abatedest|abatest|yabated|abate|abated|abateth|abatynge|to abaten|abatede|abateden	<i>verb</i><br><ol><li>to beat down, bring down, calm down</li></ol>
abawed	<i>adj</i><br><ol><li>astonished, abashed</li></ol>
abay|abaye|a-bay|a-baye	<i>noun</i><br><ol><li>(rare) The state of being defenceless against one's enemies.</li><li>(rare, Late Middle English) The baying of hounds in order to stop prey from escaping.</li></ol>
abbathie|abbathies	<i>noun</i><br><ol><li>office, estate, or jurisdiction of an abbot;</li><li>abbey</li></ol>
abbey|abbay|abbeyes|abbegh|abbeye|abbeie	<i>noun</i><br><ol><li>An abbey (a building or monastic institution).</li><li>The church located inside a monastery.</li><li>(rare) Abbotship; abbacy.</li></ol>
abbey-laird	<i>noun</i><br><ol><li>a monastery ruled by a landed proprietor</li></ol>
abece|apecy|a-pece|abse|abce|abcy|A. B. C.|ABC|abicee|a.b.c.|abc|apsy|abbesse	<i>noun</i><br><ol><li>An alphabet; the (Latin) alphabet.</li><li>An abecedary; an alphabet book.</li><li>The ABC; the fundamentals.</li><li>An acrostic poem in alphabetical order.</li></ol>
abenche	<i>adv</i><br><ol><li>on a bench; at table; in court</li></ol>
abhomynable|abomynable|abominabull|abominable|abhominabil|abhominable|abominabill	<i>adj</i><br><ol><li>repulsive, revolting, causing sickness, physically disgusting</li><li>offensive, abominable, wicked, emotionally disgusting</li></ol>
abilite|abilites	<i>noun</i><br><ol><li>capacity for doing something, proficiency in an art or profession, ability, power.</li></ol>
able	<i>adj</i><br><ol><li>capable, expert, qualified, skilful, competent.</li></ol>
abominacioun|abhominacion|abomynacioun|abominaciouns|abhomynacioun|abhominacioun	<i>noun</i><br><ol><li>distress, disgust, repulsion</li><li>An abominable or horrible action</li><li>An abomination or horror</li><li>(biblical) Pagan worship or heresy</li><li>(biblical) Idols; pagan religious material</li></ol>
abord	<i>adv</i><br><ol><li>On board; into or within a ship or boat</li><li>(nautical) Alongside.</li></ol><br><i>prep</i><br><ol><li>On board of; onto or into a ship, boat, train, plane.</li></ol>
aboute	<i>adv</i><br><ol><li>around</li></ol>
aboven	<i>prep</i><br><ol><li>above</li></ol>
aboven þe mone	<i>prep_phrase</i><br><ol><li>In the sky; in the heavens.</li><li>(figuratively) Outside what is reasonable; too highly.</li></ol>
abreggen|abrigge|abrigen|abregge|abreggeden|abregged|abreggynge|yabregged|abregen|abriggen|to abreggen|abreggedest|abreggende|obriggen|abreggest|abreggeth|abreggede	<i>verb</i><br><ol><li>To lessen (either quantity or amount).</li><li>To shorten or reduce in duration or time.</li><li>To abridge or condense; to make into less words.</li><li>To palliate, mitigate, or ameliorate; to make less dire.</li><li>To terminate, stop, or block; to cause the end of.</li><li>(rare) To restrict one's rights or privileges.</li><li>(rare) To lessen in length or distance.</li><li>(rare) To change to take less time.</li><li>(rare) To release from something.</li></ol>
abrest	<i>adv</i><br><ol><li>side by side</li></ol>
abrogen	<i>verb</i><br><ol><li>(rare) To abrogate.</li></ol>
absence|absences	<i>noun</i><br><ol><li>Being away or elsewhere; absence.</li><li>Nonattendance or nonexistence; failure to appear.</li></ol>
absolucioun|absoluciouns	<i>noun</i><br><ol><li>absolution (Christian ritual)</li></ol>
absteynen|absteyneth|absteynende|absteynedest|to absteynen|yabsteyned|absteyne|absteynynge|absteynest|absteyned|absteyneden|absteynede	<i>verb</i><br><ol><li>to avoid, stay away from, refrain from partaking of.</li></ol>
abstraccyone|abstraccyons	<i>noun</i><br><ol><li>(rare) reclusiveness; the practising of a monastic lifestyle.</li></ol>
abstract|abstracte	<i>adj</i><br><ol><li>Excerpted; quoted from another text.</li><li>Out of one's mind or detached from reality; temporarily insane.</li><li>Having been (pulled or moved) above the ground.</li><li>Barely comprehensible; hard to read.</li><li>(grammar) Abstract (of a noun).</li></ol><br><i>noun</i><br><ol><li>(Late Middle English, rare) abstract, synopsis</li></ol>
abstractif|abstractyve	<i>adj</i><br><ol><li>(grammar, of nouns) Denoting a quality or state that is not concrete; abstract.</li></ol>
abstractly|abstractlich	<i>adv</i><br><ol><li>(rare) reclusively; while practising a monastic lifestyle.</li><li>(rare) totally, completely.</li></ol>
abusen|abuseden|abusende|abusest|to abusen|abuse|abusedest|abuseth|abusynge|abusede|abused	<i>verb</i><br><ol><li>To misuse; to use improperly.</li><li>(rare) To mislead; to abuse trust.</li><li>(rare) To sexually abuse.</li><li>(rare) To adulterate.</li><li>(rare) To behave poorly.</li></ol>
abyden|aboden|abod|abydynge|abyd|abyde|abeden|to abyden|abydende|abede|abydeth|abode|abydest|abyt	<i>verb</i><br><ol><li>to wait, be patient.</li></ol>
abyen|abye|abyynge|to abyen|abyende|abyest|aboght|aboghten|aboghte|abyeth|aboghtest	<i>verb</i><br><ol><li>To buy; to obtain in exchange (for something).</li><li>To pay a fine or penalty.</li><li>To make amends for sin.</li><li>To suffer (especially in place of another).</li></ol>
ac|ake	<i>conj</i><br><ol><li>but</li></ol>
accepten|accepte|accepted|to accepten|acceptest|acceptede|accepteth|accepteden|acceptedest|yaccepted|acceptende|acceptynge	<i>verb</i><br><ol><li>to accept</li></ol>
accidently|accidentlych|accidentli	<i>adv</i><br><ol><li>by chance, by accident</li><li>temporarily</li><li>not naturally, artificially</li></ol>
accidie	<i>noun</i><br><ol><li>sloth; slothfulness</li></ol>
accion|accyoune|accyon|actioun|accioun|acsyon|accions|action	<i>noun</i><br><ol><li>An action; a doing, behaviour or property.</li><li>The capability of being able to launch a legal suit.</li><li>A legal case or suit; a legal action.</li></ol>
accordaunce|accordaunces	<i>noun</i><br><ol><li>accordance</li></ol>
accorden|accordeth|accordende|accorded|accordynge	<i>verb</i><br><ol><li>to agree</li><li>to reconcile</li></ol>
accounten|accountynge|accounteth|accountende|accounted	<i>verb</i><br><ol><li>(transitive, intransitive) to reckon, value, recount; to relate</li></ol>
achate|achates	<i>noun</i><br><ol><li>Purchase; bargaining.</li><li>Purchases; provisions bought for a household, cates.</li></ol>
achaufen|achauf|achaufede|achaufe|achaufedest|achaufynge|achaufeth|achaufende|achaufest|achaufed|to achaufen|achaufeden	<i>verb</i><br><ol><li>To warm or heat.</li><li>To chafe (rub to make warm)</li><li>(figuratively) To inflame (an emotion or organ).</li></ol>
ache|eche|aches|ake	<i>noun</i><br><ol><li>Aching; long-lasting hurting or injury.</li><li>A plant of the genus Apium, especially celery.</li></ol>
acheken|achoken|achekynge|acheke|achekende|achekest|acheked|acheketh|achekedest|to acheken|achekede|achekeden	<i>verb</i><br><ol><li>To asphyxiate (to cause to choke).</li><li>(rare) To block or obstruct.</li></ol>
achete|a-chete|chete|achetes|acheitte	<i>noun</i><br><ol><li>Escheat; the acquisition of property left without an inheritor.</li><li>Property acquired through escheat.</li></ol>
acheten|acheted|to acheten|achetede|chetyn|achetynge|acheteth|achete|achetedest|a-chetyn|achetest|acheteden|achetende	<i>verb</i><br><ol><li>(rare) To take property from one's feudal subjects; to escheat.</li></ol>
acordable|accordable	<i>adj</i><br><ol><li>(rare) agreeing, accordant</li></ol>
acordaunt	<i>adj</i><br><ol><li>accordant; agreeing</li></ol>
acordingli	<i>adv</i><br><ol><li>accordingly</li></ol>
acorn|akkorn|acorne|accorne|accorn|ocorn|acre|acharn|acurne|akire|accherne|hakern|akorn	<i>noun</i><br><ol><li>An acorn or similar fruit.</li></ol>
acounte|acountes	<i>noun</i><br><ol><li>computation, enumeration, count</li></ol>
acqueren|acquerede|acquereden|yacquered|acquerest|acqueredest|to acqueren|acquered|acquerende|acquereth|acquere|acquerynge	<i>verb</i><br><ol><li>To acquire (obtain in addition)</li></ol>
acquerne|acquernes|aquerne|aquernes	<i>noun</i><br><ol><li>A squirrel.</li><li>The fur of a squirrel.</li></ol>
acresen|acresende|acresedest|to acresen|acrese|acresest|acreseden|acreseth|acresed|acresede|acresynge|accreesen	<i>verb</i><br><ol><li>(rare) To grow; to increase.</li></ol>
acrewen|acreweden|acrewende|acrewest|acruwen|acrewede|acrewedest|acrewe|acrewynge|acreweth|acrewed|to acrewen	<i>verb</i><br><ol><li>(rare, Late Middle English) To come into one's possession; to accrue.</li></ol>
acte|act|actes	<i>noun</i><br><ol><li>An act; an action.</li><li>A written record of acts.</li><li>A law; a statute.</li><li>(pathology, medicine) action, function</li><li>(with in or into) actuality</li></ol>
acten|acte|acteth|actende|actynge|actedest|acted|actede|yacted|acteden|actest|to acten	<i>verb</i><br><ol><li>(Late Middle English, rare) To act upon or adjudicate (a case at law).</li></ol>
actour|actor|actorr	<i>noun</i><br><ol><li>An actor, doer (one who or that which does)</li><li>(law) A plaintiff</li></ol>
actual|actuelle|actualle|actuale	<i>adj</i><br><ol><li>actual, real, true</li><li>(philosophy, theology) active</li></ol>
actualy|actuali|actuelly|actually	<i>adv</i><br><ol><li>actually, truly</li><li>(rare) actively</li></ol>
actyf|active|actyve|actyves|actiff|actif	<i>adj</i><br><ol><li>active, reactive</li><li>(Christianity) worldly, secular (of living)</li><li>(grammar) active (relating to the active voice)</li><li>(rare) voluntary, conscious</li></ol><br><i>noun</i><br><ol><li>That which is active.</li><li>(Christianity) One who is occupied with secular concerns.</li><li>(grammar, rare) A verb's active form.</li></ol>
actyvely|actifly	<i>adv</i><br><ol><li>In an active way.</li><li>Having a worldly life</li></ol>
acustumaunce	<i>noun</i><br><ol><li>accustomance</li></ol>
adamant|aymonts|aymants|adamants|adamawnte|aymont|adamaunt|aymant|adamaunde|athamaunt|ademand	<i>noun</i><br><ol><li>adamant, adamantine (valuable gemstone)</li><li>An invulnerable or indomitable object</li><li>A natural magnet; magnetite.</li></ol>
adamantine|adamauntyn|adamantyne	<i>adj</i><br><ol><li>(rare) Relating to adamant; adamantine.</li></ol>
adamas|adames	<i>noun</i><br><ol><li>(rare) adamant, adamantine (valuable gemstone)</li><li>(rare) a natural magnet; magnetite</li></ol>
adel|adle|addull|adyll	<i>adj</i><br><ol><li>rotten, addled (of an egg).</li><li>muddled (of brains).</li></ol>
adighten|adighteth|adightende|adighte|adight|adightest|adightynge|to adighten	<i>verb</i><br><ol><li>To set in order; to arrange.</li><li>To provide or decorate (with gear or supplies)</li></ol>
adle|alde|odle|adl	<i>noun</i><br><ol><li>disease</li></ol>
administren|administredest|administrede|administreth|administre|administrende|administrest|administreden|administrynge|administred|to administren	<i>verb</i><br><ol><li>to manage or control, to administer.</li><li>to attend to, minister to; to supply.</li></ol>
adoun	<i>adv</i><br><ol><li>downward</li></ol><br><i>prep</i><br><ol><li>down; down from</li></ol>
adrad|adred	<i>adj</i><br><ol><li>Full of dread or fear; afraid.</li></ol>
adreden|adredest|adreddest|adraddest|adradde|adredde|adredden|adredeth|adredynge|adred|to adreden|adrad|adredende|adrede|adradden	<i>verb</i><br><ol><li>To fear or dread.</li><li>(rare) To scare; to inspire fear.</li></ol>
adressen|adressende|to adressen|adressed|adresse|adresten|adresseden|adrest|adresce|adressynge|adresseth|adressest|adressede|adressedest|adreste|adrestest	<i>verb</i><br><ol><li>To aim or direct (another)</li><li>To arrange or order (another)</li><li>(reflexive) To order or ready (oneself)</li><li>(rare, Late Middle English) To address a letter.</li></ol>
aduant garde|aduant gardes	<i>noun</i><br><ol><li>Avant-garde; vanguard.</li></ol>
aduysyon	<i>noun</i><br><ol><li>a vision</li></ol>
adversitee|adversitees	<i>noun</i><br><ol><li>adversity</li></ol>
advertisen|advertisede|advertised|advertisynge|advertisende|advertiseden|advertisest|advertisedest|advertiseth|advertise|yadvertised|to advertisen	<i>verb</i><br><ol><li>To pay attention.</li><li>To notify, inform.</li></ol>
advocatrice|advocatrices	<i>noun</i><br><ol><li>A female advocate.</li></ol>
afeld	<i>adv</i><br><ol><li>In the fields, out of doors, abroad</li></ol>
afer	<i>adv</i><br><ol><li>afar</li></ol>
afered	<i>adj</i><br><ol><li>afraid; scared</li></ol>
affectuall	<i>adj</i><br><ol><li>effective</li></ol>
affermen|afermeng|affermed|affermynge|affirmyng|to affermen|afferme|affermende|affermedest|affyrmyn|afermen|affermeth|affermeden|affermede|affermyng|aferme|affermest	<i>verb</i><br><ol><li>To decide upon; to ratify.</li><li>To confirm (a statement or claim)</li><li>To claim or assert.</li><li>(law) To take an oath.</li><li>(rare) To make fixed or secure.</li></ol>
affermour|affermer	<i>noun</i><br><ol><li>(Late Middle English) affirmer</li></ol>
affermynge|afermeng|affermyng|affirmyng	<i>noun</i><br><ol><li>A confirmation.</li><li>An assertion or claim.</li></ol>
affodill|affadill|affadyl|affodille|affodal|affodilles|affadyll|affadille|affodylle|affodyll	<i>noun</i><br><ol><li>ramsons (Allium ursinum)</li></ol>
affrayedly	<i>adv</i><br><ol><li>(rare) In a afraid or frightened way; fearfully.</li></ol>
affrayitly	<i>adv</i><br><ol><li>Early Scots form of affrayedly</li></ol>
afore|a-fore	<i>adv</i><br><ol><li>before; afore</li></ol><br><i>prep</i><br><ol><li>before; afore: in advance of the time of</li><li>before; afore: situated geographically or metaphorically in front of</li></ol><br><i>conj</i><br><ol><li>before; afore: in advance of the time when</li></ol>
aforthen|aforthynge|afortheden|aforthe|afortheth|aforthedest|to aforthen|aforthest|aforthed|aforthende|aforthede	<i>verb</i><br><ol><li>To be sufficient, suffice</li><li>To bear the expense; to spare, afford</li></ol>
afraynen|affrayn|affreyne|afraynynge|afreynen|afrayned|afreyne|afrayneth|afraynedest|to afraynen|afrayneden|afrainen|affrayne|afraynede|afraynende|afrayne|afraynest	<i>verb</i><br><ol><li>to question</li></ol>
afrounten|to afrounten|afrountende|afrounteth|afrountedest|afrountest|afrounted|afrounteden|afrounte|afrountede|afrountynge	<i>verb</i><br><ol><li>To insult, affront.</li><li>To be offensive.</li></ol>
aftercast	<i>noun</i><br><ol><li>anything done too late</li></ol>
aftir	<i>prep</i><br><ol><li>after</li></ol>
aftirward	<i>adv</i><br><ol><li>afterward</li></ol>
agame	<i>adv</i><br><ol><li>in jest, as a game</li></ol>
agasten|agastynge|to agasten|agasted|agasteth|agasteden|agastedest|agastende|agastest|agaste|agastede	<i>verb</i><br><ol><li>To frighten or terrify.</li></ol>
agayn	<i>adv</i><br><ol><li>again</li></ol>
age|ayge|aage|ages	<i>noun</i><br><ol><li>The age of someone (or rarely something); how old someone is.</li><li>The correct or traditional age for something (especially the age of maturity)</li><li>Old age or senescence; the state of being old or elderly.</li><li>The life of something or someone; an extent of existence.</li><li>A period or portion of time; an age, epoch, or era.</li><li>Time (as an abstract concept); the passing of time.</li><li>(rare, in every age) A person or individual who is a particular age.</li></ol>
